route_id,trip_id,service_id,direction_id,shape_id
INN-202,1286-79821-24000-2-e849d370,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-46200-2-6cea8abc,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-23400-2-e849d370,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-34200-2-ae912dce,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79831-85500-2-c9fa9b07,Sunday-1,0,1286-79831-67e249b9
INN-202,1286-79821-28800-2-54c6e1e7,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-81900-2-e17e0010,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79831-84600-2-698e32dc,Weekday-1,0,1286-79831-67e249b9
INN-202,1286-79821-44400-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-48600-2-36ba4137,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-82800-2-4a33e52e,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-24600-2-5d5fd43c,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-79200-2-e17e0010,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-51000-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-56400-2-e30bf04a,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-34800-2-36ba4137,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-35400-2-84fc65a2,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-66000-2-24ed7dd6,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-40800-2-1ecf1ff2,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-22800-2-5d5fd43c,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-26400-2-e529ae0a,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-29400-2-3eba3d07,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-51000-2-027b732b,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-52800-2-027b732b,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-45600-2-6cea8abc,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-38400-2-36ba4137,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-80100-2-45063cb2,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-61800-2-dbf2f22b,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-72600-2-24b161d3,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-37200-2-6292aa1f,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-72000-2-24b161d3,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-71100-2-a36755b0,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-27600-2-3eba3d07,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-60000-2-cf520a00,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-27000-2-54c6e1e7,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-29400-2-d31ffd57,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-46200-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79825-54720-2-85a97ee7,Weekday-1,0,1286-79825-43f36243
INN-202,1286-79821-61800-2-cf520a00,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-57600-2-937df11b,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-36000-2-6292aa1f,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-24000-2-b7f111fa,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-67800-2-d847952f,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-60000-2-62b68399,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-64200-2-2a659631,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-54000-2-6fdaa2b0,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-64200-2-96fb522d,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-49800-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-57000-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-48000-2-36ba4137,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79831-84600-2-05e7f485,Saturday-1,0,1286-79831-67e249b9
INN-202,1286-79821-45000-2-6cea8abc,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-47400-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-50400-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-31200-2-3eba3d07,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-60600-2-0ea4de7d,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-30600-2-84fc65a2,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-62400-2-dbf2f22b,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-25800-2-e529ae0a,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-72900-2-e17e0010,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-45600-2-36ba4137,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-75300-2-680d406d,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-27600-2-54c6e1e7,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-64800-2-b64c4ee0,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-40200-2-36ba4137,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79831-85500-2-698e32dc,Weekday-1,0,1286-79831-67e249b9
INN-202,1286-79821-37800-2-36ba4137,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-42000-2-36ba4137,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-31800-2-36ba4137,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79823-23820-2-e05bc8f0,Saturday-1,0,1286-79823-209afed3
INN-202,1286-79821-51600-2-1cb342bb,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-70200-2-e17e0010,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-82800-2-3fb85e2b,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79823-22680-2-aae939dc,Sunday-1,0,1286-79823-209afed3
INN-202,1286-79821-55800-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-59400-2-62b68399,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-31800-2-d31ffd57,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79823-22980-2-4ea24acd,Weekday-1,0,1286-79823-209afed3
INN-202,1286-79821-42600-2-36ba4137,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-44400-2-6cea8abc,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-23400-2-b7f111fa,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-81900-2-1d7d3646,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-78300-2-e17e0010,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-52200-2-027b732b,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79823-23820-2-73583ac4,Sunday-1,0,1286-79823-209afed3
INN-202,1286-79821-61200-2-0ea4de7d,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-58800-2-e30bf04a,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-34200-2-36ba4137,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-68400-2-0fbd2a86,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-53400-2-36ea112f,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-36600-2-c11edfe3,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-55200-2-e30bf04a,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-36600-2-36ba4137,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-81900-2-45063cb2,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-37800-2-6292aa1f,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-51000-2-1cb342bb,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-28200-2-54c6e1e7,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-54000-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-55800-2-6fdaa2b0,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-28800-2-3eba3d07,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-48000-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-69000-2-1b58af00,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-52800-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-76500-2-45063cb2,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-79200-2-1d7d3646,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-83700-2-4a33e52e,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-45000-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-33600-2-36ba4137,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79825-22800-2-e2df0bc9,Saturday-1,0,1286-79825-43f36243
INN-202,1286-79821-74700-2-e17e0010,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-48600-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-28800-2-d31ffd57,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-70800-2-24b161d3,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-23400-2-5d5fd43c,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-82800-2-781b19c2,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79825-27600-2-bc09584d,Weekday-1,0,1286-79825-43f36243
INN-202,1286-79821-48000-2-1cb342bb,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-63000-2-dbf2f22b,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-64800-2-dbf2f22b,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-57600-2-e30bf04a,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-28200-2-6f34802a,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-32400-2-36ba4137,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-39600-2-62743ca5,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79823-40980-2-34c059b5,Sunday-1,0,1286-79823-209afed3
INN-202,1286-79821-58800-2-937df11b,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-58200-2-937df11b,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-39000-2-1ecf1ff2,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79825-22800-2-f63a09a2,Sunday-1,0,1286-79825-43f36243
INN-202,1286-79821-63600-2-2a659631,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-26400-2-d48755cc,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-25800-2-6f34802a,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-22800-2-e849d370,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-78300-2-45063cb2,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-63600-2-55bfc4e4,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-76500-2-e17e0010,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-40800-2-62743ca5,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-66000-2-d847952f,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-53400-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-62400-2-cf520a00,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-63000-2-55bfc4e4,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-58200-2-e30bf04a,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-42600-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-57000-2-62b68399,Weekday-1,0,1286-79821-67e249b9
INN-202,1286-79821-42000-2-8956be83,Saturday-1,0,1286-79821-67e249b9
INN-202,1286-79821-50400-2-1cb342bb,Sunday-1,0,1286-79821-67e249b9
INN-202,1286-79821-40200-2-1ecf1ff2,Sunday-1,0,1286-79821-67e249b9
